county,state,crimeRate,crimeRateBucket,year
Rapides,LA,773.792033,501,2020
Sumter,SC,767.644257,501,2020
Comanche,OK,766.7864604,501,2020
Mississippi,AR,763.9897241,501,2020
Colleton,SC,762.1467132,500,2020
Modoc,CA,754.3456871,500,2020
Alameda,CA,753.6935735,500,2020
Sumter,GA,752.455044,500,2020
Darlington,SC,746.3016118,500,2020
Red River,LA,742.0733078,500,2020
Lubbock,TX,740.6920961,499,2020
Socorro,NM,739.3084622,499,2020
Duval,TX,738.8316151,499,2020
Bernalillo,NM,738.4818924,499,2020
Marion,TX,732.7796776,499,2020
Lee,SC,730.3646373,499,2020
Shasta,CA,725.2206951,498,2020
Laurens,SC,724.7580365,498,2020
North Slope,AK,722.6925459,498,2020
Hinds,MS,721.5219335,498,2020
Cibola,NM,720.6877629,498,2020
Tulsa,OK,719.1412721,498,2020
Putnam,FL,717.8582747,497,2020
Jefferson,TX,710.8948399,497,2020
Ohio,WV,706.6572141,497,2020
San Francisco,CA,701.4217104,497,2020
Bamberg,SC,699.9351912,497,2020
Merced,CA,696.3544912,497,2020
Harris,TX,696.1038338,496,2020
Jim Wells,TX,695.7773512,496,2020
Oklahoma,OK,694.8738489,496,2020
McKinley,NM,694.3307688,496,2020
Mississippi,MO,693.1802269,496,2020
Alpine,CA,690.2502157,496,2020
Calhoun,GA,689.8666258,495,2020
Dyer,TN,688.2474551,495,2020
Clark,NV,685.153077,495,2020
Guadalupe,NM,681.1689739,495,2020
San Juan,NM,675.0828044,495,2020
Fairfield,SC,675.0616643,495,2020
McDonald,MO,673.8186009,494,2020
Taylor,FL,673.754211,494,2020
Wayne,GA,668.2847358,494,2020
East Baton Rouge,LA,667.0754469,494,2020
Leon,FL,664.1948589,494,2020
Lander,NV,663.1299735,494,2020
Orange,FL,662.6310837,494,2020
Leflore,MS,661.2459265,493,2020
Essex,NJ,659.9836619,493,2020
Peach,GA,658.9175983,493,2020
Burke,GA,658.7270427,493,2020
Hamilton,TN,658.496643,493,2020
Miami-Dade,FL,656.0124348,493,2020
Columbia,FL,654.3979391,492,2020
Crockett,TN,651.0862861,492,2020
Lenoir,NC,650.100146,492,2020
Hempstead,AR,649.6395835,492,2020
Hutchinson,TX,646.2257665,492,2020
Richmond,VA,11.16944041,27,2020
Jefferson Davis,MS,644.4593237,492,2020
Conecuh,AL,644.0599053,491,2020
Morehouse,LA,639.3909155,491,2020
Early,GA,635.553026,491,2020
Henderson,TN,634.6263548,491,2020
Richmond,NY,634.123325,491,2020
New York,NY,634.0093435,491,2020
Jefferson,IL,633.9923403,490,2020
Bronx,NY,632.0428157,490,2020
Queens,NY,630.3962024,490,2020
Kings,NY,630.2492642,490,2020
Warren,GA,629.7229219,490,2020
Nash,NC,628.8580653,490,2020
Lauderdale,TN,626.0118726,489,2020
Cocke,TN,625.7222582,489,2020
Bowie,TX,622.5464503,489,2020
Hampton,SC,622.3049784,489,2020
Hendry,FL,621.814203,489,2020
Duval,FL,621.5464156,489,2020
Durham,NC,621.2408853,488,2020
Greene,MO,620.7066615,488,2020
Jefferson,FL,619.9802734,488,2020
Escambia,AL,618.6978385,488,2020
Horry,SC,617.6419817,488,2020
Nueces,TX,616.5739392,488,2020
Sedgwick,KS,615.5337693,487,2020
Edgecombe,NC,615.3956886,487,2020
Montgomery,KS,615.303861,487,2020
Caddo,LA,614.7822368,487,2020
Graham,AZ,613.6278747,487,2020
Madera,CA,612.9051309,487,2020
Sebastian,AR,612.5237549,486,2020
Emanuel,GA,612.2359732,486,2020
Camden,NJ,610.3101467,486,2020
Nye,NV,609.9723385,486,2020
Greenlee,AZ,607.8019671,486,2020
Alachua,FL,605.2451953,486,2020
Union,AR,604.5117216,485,2020
Peoria,IL,603.941007,485,2020
Madison,AL,603.3578174,485,2020
Calhoun,MI,602.1686961,485,2020
Williamsburg,SC,601.8084495,485,2020
Roberts,TX,601.6847172,485,2020
Bradley,TN,600.895452,485,2020
Anderson,SC,600.0807801,484,2020
Denver,CO,599.0808243,484,2020
Chester,SC,598.5634477,484,2020
Lowndes,AL,597.9631879,484,2020
Willacy,TX,597.6004744,484,2020
Cook,IL,596.6569351,484,2020
Clark,IN,593.2458517,483,2020
DeKalb,GA,592.9851123,483,2020
Potter,TX,592.6303417,483,2020
Arkansas,AR,591.1487458,483,2020
Chicot,AR,591.0895457,483,2020
Cochise,AZ,590.856781,483,2020
Wyandotte,KS,590.457901,482,2020
Turner,GA,590.1155643,482,2020
Lake,CA,588.7879737,482,2020
Luna,NM,588.020601,482,2020
Manatee,FL,585.7833537,482,2020
Hampden,MA,583.3274487,482,2020
Haralson,GA,582.5583436,481,2020
New Castle,DE,581.7888096,481,2020
Calhoun,AL,580.7976974,481,2020
Jackson,IL,580.1317417,481,2020
St. James,LA,579.2570798,481,2020
Sullivan,TN,578.5625339,481,2020
Greenville,SC,577.3131534,480,2020
Concordia,LA,577.2429312,480,2020
Jefferson,KY,576.7462264,480,2020
Kern,CA,575.8432818,480,2020
Clayton,GA,575.2781773,480,2020
Plumas,CA,572.6708733,480,2020
Emporia,VA,572.6556908,479,2020
Kershaw,SC,571.0538102,479,2020
Mecosta,MI,570.6597383,479,2020
Natchitoches,LA,569.7787317,479,2020
Eddy,NM,569.6670332,479,2020
Union,SC,567.2493757,479,2020
West Carroll,LA,566.9428696,478,2020
Vermilion,IL,565.1757149,478,2020
Rio Arriba,NM,563.9848273,478,2020
Cumberland,NC,562.7993899,478,2020
Hardeman,TN,562.6092907,478,2020
Independence,AR,562.2077466,478,2020
St. Mary,LA,562.1649889,477,2020
Chambers,AL,562.0279843,477,2020
Tehama,CA,561.3968314,477,2020
Brooks,GA,560.7115236,477,2020
Champaign,IL,560.2815073,477,2020
Glynn,GA,559.4542867,477,2020
Petersburg,VA,559.3459955,476,2020
Norfolk,VA,558.2211677,476,2020
Henderson,IL,557.9399142,476,2020
Sierra,CA,557.9258287,476,2020
East Carroll,LA,557.843007,476,2020
Claiborne,TN,557.6679341,476,2020
Mecklenburg,NC,556.9251355,476,2020
Del Norte,CA,556.0937108,475,2020
Prince George's,MD,555.679764,475,2020
Lafayette,LA,554.917802,475,2020
Butler,MO,554.7431702,475,2020
Sumter,AL,553.8507597,475,2020
Maury,TN,552.7632192,475,2020
Mobile,AL,552.3100664,474,2020
St. Landry,LA,551.2018597,474,2020
Cumberland,NJ,551.0639921,474,2020
Tift,GA,551.0599216,474,2020
Pinellas,FL,550.6712247,474,2020
Roanoke,VA,159.3173945,221,2020
Clarendon,SC,550.1382623,474,2020
Chaves,NM,549.9597405,473,2020
Quitman,GA,549.2184199,473,2020
Wicomico,MD,549.080241,473,2020
Sacramento,CA,547.6937429,473,2020
Andrews,TX,547.6516459,473,2020
Stanislaus,CA,547.107372,473,2020
Spalding,GA,546.7734102,472,2020
Victoria,TX,543.1643489,472,2020
St. Francis,AR,542.9200293,472,2020
Wirt,WV,542.2809693,472,2020
Halifax,NC,540.6618899,472,2020
Jeff Davis,GA,539.8560384,472,2020
Cecil,MD,538.6947691,471,2020
Brevard,FL,537.9223453,471,2020
Butler,AL,537.8731804,471,2020
Montgomery,TN,536.6094754,471,2020
Beaufort,SC,536.5518686,471,2020
Forsyth,NC,535.9614639,471,2020
Fresno,CA,534.2980847,470,2020
Kent,DE,534.1880342,470,2020
Howard,TX,533.9308933,470,2020
Putnam,GA,533.4331571,470,2020
Morgan,MO,532.938564,470,2020
Anson,NC,531.3252552,470,2020
Allen,OH,530.8742806,469,2020
Clinch,GA,529.8013245,469,2020
Wilkes,GA,529.4705295,469,2020
Muskegon,MI,529.2150075,469,2020
Lincoln,WV,528.7814834,469,2020
Gadsden,FL,528.2071265,469,2020
Bullock,AL,526.3652599,468,2020
Dauphin,PA,525.2143487,468,2020
Hill,MT,525.1086432,468,2020
Bibb,GA,524.1693112,468,2020
Knox,TN,522.4662747,468,2020
Vance,NC,522.2281735,468,2020
Bryan,OK,522.1046922,467,2020
Cuyahoga,OH,521.2349405,467,2020
Taney,MO,520.7652823,467,2020
Martin,NC,519.0092409,467,2020
McMinn,TN,517.7585449,467,2020
Dallas,AR,516.8284382,467,2020
Delaware,PA,516.0390268,467,2020
Ward,TX,515.8306652,466,2020
Gibson,TN,515.5994096,466,2020
Bristol,MA,515.394913,466,2020
Oconee,SC,514.3580518,466,2020
Etowah,AL,513.8024266,466,2020
Pontotoc,OK,513.2659507,466,2020
Monroe,FL,512.1085513,465,2020
Gonzales,TX,512.0126034,465,2020
Abbeville,SC,511.8566801,465,2020
Galax,VA,511.7270789,465,2020
Dorchester,MD,508.2669933,465,2020
Lawrence,PA,508.2108515,465,2020
Ben Hill,GA,508.1358835,464,2020
Kings,CA,508.081611,464,2020
Des Moines,IA,506.4229249,464,2020
Okeechobee,FL,505.9750826,464,2020
Lancaster,SC,504.6111014,464,2020
Lee,IA,504.4560283,463,2020
Calcasieu,LA,504.3626086,463,2020
Randall,TX,503.6608315,463,2020
St. Charles,LA,503.6395081,463,2020
Baldwin,GA,501.7485176,463,2020
Pueblo,CO,501.7002063,463,2020
Cherokee,TX,501.1989465,462,2020
McNairy,TN,501.1476664,462,2020
Lea,NM,501.0137816,462,2020
Franklin,AL,497.9068882,462,2020
Geary,KS,497.5390541,462,2020
Tallapoosa,AL,497.5365871,462,2020
DeWitt,TX,497.4881725,461,2020
Bay,FL,497.1797905,461,2020
Scotland,NC,496.8771686,461,2020
St. Helena,LA,496.5517241,461,2020
Washington,LA,495.4867619,461,2020
Calhoun,TX,495.2765294,461,2020
Johnson,TN,495.0770429,460,2020
Valencia,NM,492.8949714,460,2020
Gregg,TX,492.5868123,460,2020
Kleberg,TX,492.1965048,460,2020
Sheridan,MT,490.7306434,460,2020
Muscogee,GA,490.5731077,460,2020
Nantucket,MA,490.4317723,459,2020
Decatur,TN,488.80885,459,2020
Osceola,FL,488.4356659,459,2020
York,SC,488.3795741,459,2020
Shawnee,KS,488.1703955,459,2020
Pennington,SD,486.9469842,459,2020
Ingham,MI,485.4128135,458,2020
Cloud,KS,484.2875592,458,2020
Bradford,FL,484.1713222,458,2020
Douglas,NE,483.3822237,458,2020
Colbert,AL,482.3917828,458,2020
Passaic,NJ,481.7351959,458,2020
Gray,TX,481.7081109,458,2020
Portsmouth,VA,481.2639676,457,2020
Monroe,AL,481.201655,457,2020
Union,NM,480.5491991,457,2020
Hardin,TN,480.1413536,457,2020
Clarke,AL,480.0253898,457,2020
Pointe Coupee,LA,480.0213343,457,2020
Crenshaw,AL,479.0504791,456,2020
Marion,FL,479.010677,456,2020
Palm Beach,FL,478.6575434,456,2020
Pima,AZ,478.147697,456,2020
Multnomah,OR,477.461544,456,2020
Georgetown,SC,476.5056254,456,2020
Chesterfield,SC,476.2213997,455,2020
Crisp,GA,475.6599246,455,2020
Pottawatomie,OK,473.593974,455,2020
De Baca,NM,471.9454641,455,2020
Calhoun,SC,471.6041182,455,2020
Radford,VA,471.3687151,455,2020
Broward,FL,470.9480521,454,2020
Raleigh,WV,470.6150977,454,2020
San Miguel,NM,469.5000175,454,2020
Muscatine,IA,469.2314875,454,2020
Dimmit,TX,468.0187207,454,2020
Lincoln,TN,466.8034371,454,2020
Okaloosa,FL,464.3699274,453,2020
Reno,KS,464.2467674,453,2020
Decatur,GA,464.1982529,453,2020
Hamblen,TN,462.948283,453,2020
McCurtain,OK,462.7249357,453,2020
Ramsey,MN,462.49008,453,2020
Tulare,CA,462.4094173,452,2020
Ouachita,LA,462.1687364,452,2020
Marengo,AL,461.4239643,452,2020
Hampshire,WV,460.6525912,452,2020
Clinton,IA,460.5534903,452,2020
Barrow,GA,460.4425287,452,2020
Erie,NY,459.3060294,451,2020
Coffee,TN,459.1712428,451,2020
Richmond,NC,459.0022627,451,2020
Bourbon,KS,457.8507945,451,2020
Atlantic,NJ,457.4751144,451,2020
White Pine,NV,457.3928607,451,2020
Sussex,DE,457.297156,450,2020
Kanawha,WV,455.3653117,450,2020
Meigs,TN,454.9746759,450,2020
Richmond,GA,454.9437385,450,2020
Iron,MO,454.3696829,450,2020
Newberry,SC,453.0796088,450,2020
Morris,TX,451.9245753,449,2020
Florence,SC,451.8311814,449,2020
Hunt,TX,451.4750482,449,2020
Roosevelt,NM,451.0147833,449,2020
Claiborne,LA,450.4504505,449,2020
Canadian,OK,450.3540195,449,2020
Schenectady,NY,450.0009657,449,2020
Liberty,TX,449.8940279,448,2020
Russell,AL,449.7776286,448,2020
Inyo,CA,449.4503709,448,2020
Saluda,SC,447.9617739,448,2020
Lawrence,MO,447.8198245,448,2020
Charlottesville,VA,446.4587702,448,2020
Hamilton,OH,445.8559141,447,2020
Los Angeles,CA,444.800814,447,2020
Mercer,NJ,444.6376217,447,2020
Rutherford,TN,444.0822833,447,2020
Walker,AL,443.9528471,447,2020
Leavenworth,KS,443.8191469,447,2020
Scott,IA,443.70103,446,2020
Benton,MO,443.6932178,446,2020
Putnam,TN,443.3866032,446,2020
Dallas,TX,442.965072,446,2020
Anne Arundel,MD,442.1108318,446,2020
Guilford,NC,441.7599337,446,2020
Iron,WI,441.7261298,445,2020
Hudson,NJ,441.3265847,445,2020
Jefferson,LA,440.2358045,445,2020
Grenada,MS,439.5706089,445,2020
Catahoula,LA,439.5389725,445,2020
Franklin,OH,438.0237622,445,2020
Alamance,NC,436.5907059,444,2020
Madison,LA,435.9855789,444,2020
Gulf,FL,435.908775,444,2020
Monroe,TN,435.2148459,444,2020
Randolph,WV,435.1521333,444,2020
Monterey,CA,435.1415259,444,2020
Washington,AR,434.8227901,443,2020
Laclede,MO,434.5753778,443,2020
Solano,CA,434.5697148,443,2020
Wilbarger,TX,434.0872744,443,2020
Sweetwater,WY,433.2736477,443,2020
Hemphill,TX,432.9004329,443,2020
San Bernardino,CA,432.4902041,442,2020
Forest,PA,432.4465994,442,2020
Tuscaloosa,AL,432.2257134,442,2020
Berrien,MI,432.2005514,442,2020
DeSoto,FL,431.6713503,442,2020
Spartanburg,SC,431.3174256,442,2020
Volusia,FL,431.3099042,441,2020
Bexar,TX,431.0605685,441,2020
Worcester,MA,430.9694898,441,2020
Wichita,TX,430.1498709,441,2020
Clay,AL,430.075634,441,2020
Black Hawk,IA,430.0393826,441,2020
Webb,TX,429.3415113,440,2020
Lawrence,TN,428.6734937,440,2020
Pierce,WA,428.3049688,440,2020
Polk,GA,427.3608042,440,2020
Kent,MD,426.1933414,440,2020
Cowley,KS,425.3673627,440,2020
Barton,KS,425.3153513,440,2020
Hockley,TX,424.9893753,439,2020
Schoolcraft,MI,424.3967503,439,2020
Webster,IA,423.8203218,439,2020
Rusk,TX,423.3337063,439,2020
Jackson,FL,423.1225216,439,2020
Warren,IL,423.1073,439,2020
Cumberland,TN,422.8587339,438,2020
Stone,MO,421.7656644,438,2020
McLennan,TX,421.5652577,438,2020
Trousdale,TN,421.5636178,438,2020
Barnstable,MA,421.4149495,438,2020
Coffee,GA,421.101342,438,2020
Winkler,TX,420.7204838,437,2020
Wayne,NC,420.603132,437,2020
La Salle,LA,419.5709549,437,2020
White,TN,419.1434233,437,2020
Stonewall,TX,418.9944134,437,2020
Tipton,TN,418.9263794,437,2020
Brazos,TX,418.8734225,436,2020
Dorchester,SC,418.1654367,436,2020
Finney,KS,417.812281,436,2020
Newport News,VA,416.9871443,436,2020
Jasper,MO,416.673826,436,2020
Tarrant,TX,416.156389,436,2020
Cherokee,AL,415.9829027,435,2020
Cole,MO,415.9115503,435,2020
Desha,AR,415.8336665,435,2020
Hopewell,VA,415.1062582,435,2020
Lake,IN,414.6861571,435,2020
Orangeburg,SC,414.5499329,435,2020
Huerfano,CO,414.1739531,434,2020
Pike,AL,413.929632,434,2020
Polk,MO,413.2498224,434,2020
Oglethorpe,GA,412.4278251,434,2020
Zavala,TX,411.319513,434,2020
Dale,AL,410.9534119,434,2020
Dallam,TX,410.9394927,433,2020
Mendocino,CA,410.5881274,433,2020
Vernon,MO,410.5207886,433,2020
Lassen,CA,410.4094767,433,2020
Maricopa,AZ,410.2097764,433,2020
Hennepin,MN,410.0842691,433,2020
Allegheny,PA,409.4916311,432,2020
Ellis,KS,409.4835002,432,2020
Ware,GA,408.8605114,432,2020
Childress,TX,408.7385483,432,2020
Hidalgo,NM,408.2509669,432,2020
Bartow,GA,407.8085966,432,2020
Hardin,IL,406.6012916,431,2020
Clay,FL,406.3157144,431,2020
Elkhart,IN,405.8575111,431,2020
Washington,TN,404.632565,431,2020
Bell,TX,402.9457568,431,2020
Cedar,MO,402.5012578,431,2020
Charleston,SC,402.3572772,431,2020
Camden,GA,402.1291476,430,2020
Greene,TN,401.3652277,430,2020
Houston,AL,401.2810125,430,2020
Curry,NM,401.2016285,430,2020
Contra Costa,CA,400.6561842,430,2020
Wilson,NC,400.406529,430,2020
Wharton,TX,400.3299689,429,2020
Mariposa,CA,399.8873557,429,2020
Montgomery,OH,399.5550961,429,2020
Pitt,NC,399.3963148,429,2020
La Paz,AZ,398.5435938,429,2020
Monroe,PA,398.4492785,429,2020
Fredericksburg,VA,398.1231338,428,2020
Massac,IL,398.0627612,428,2020
Logan,WV,397.3657154,428,2020
Montgomery,AL,396.6310625,428,2020
Lake,MT,396.319399,428,2020
Pulaski,MO,396.2938156,428,2020
Kent,MI,395.6892392,427,2020
Sequatchie,TN,395.0684558,427,2020
Robertson,TN,394.7583218,427,2020
Henry,MO,394.3968448,427,2020
Clarke,GA,394.1780398,427,2020
Dunklin,MO,394.172553,427,2020
St. Lucie,FL,393.958833,426,2020
Uvalde,TX,393.6715442,426,2020
Franklin,VA,108.2808201,145,2020
New Haven,CT,392.9086256,426,2020
McMullen,TX,392.6701571,426,2020
Walker,TX,392.3449148,426,2020
Bacon,GA,392.296719,426,2020
Smith,TX,391.9844502,425,2020
Warren,MS,391.9698038,425,2020
New Hanover,NC,391.5279907,425,2020
Harvey,KS,391.4682939,425,2020
El Paso,TX,391.4376636,425,2020
Garland,AR,388.9969436,425,2020
Sierra,NM,388.8696854,424,2020
Yuba,CA,388.6010363,424,2020
Henry,AL,387.372803,424,2020
Lincoln,GA,387.0468327,424,2020
Clark,AR,386.9322429,424,2020
Colquitt,GA,386.8179363,424,2020
Roosevelt,MT,386.5168539,423,2020
Santa Cruz,CA,386.3870031,423,2020
Bienville,LA,386.2384665,423,2020
Macon,IL,386.17105,423,2020
Jennings,IN,385.9636698,423,2020
Chatham,GA,385.7287544,423,2020
Shannon,MO,385.6815717,422,2020
Jackson,AL,385.2618459,422,2020
Caddo,OK,385.2132189,422,2020
Adams,IA,385.2080123,422,2020
Liberty,GA,385.1251267,422,2020
Panola,MS,383.6986222,422,2020
Bedford,TN,383.4339121,422,2020
Vermilion,LA,383.1029653,421,2020
Buchanan,MO,382.6800995,421,2020
Terrebonne,LA,382.2650312,421,2020
Ford,KS,381.9753583,421,2020
Angelina,TX,381.9718439,421,2020
Berkeley,SC,381.9193898,421,2020
Irwin,GA,381.8818288,420,2020
Niagara,NY,381.7987482,420,2020
DeKalb,AL,381.6202667,420,2020
Stephens,GA,381.5753611,420,2020
Livingston,LA,381.1925134,420,2020
Navarro,TX,380.9484158,420,2020
Giles,TN,379.1831907,419,2020
El Paso,CO,379.058506,419,2020
Butler,OH,378.9674417,419,2020
Jasper,TX,378.6922494,419,2020
Pickens,SC,378.0387052,419,2020
Warren,TN,377.8306018,419,2020
Elbert,GA,377.5702842,418,2020
Summit,OH,377.428833,418,2020
Santa Barbara,CA,377.0969275,418,2020
Terrell,GA,376.8565728,418,2020
San Benito,CA,376.7361111,418,2020
Scott,KY,376.3989829,418,2020
Charles,MD,376.1513502,417,2020
Allendale,SC,376.0544771,417,2020
Grimes,TX,376.0378272,417,2020
Kalamazoo,MI,375.8885967,417,2020
Crawford,GA,375.8797185,417,2020
Washoe,NV,375.8089692,417,2020
Assumption,LA,375.2102471,416,2020
Onondaga,NY,374.9036587,416,2020
Rock Island,IL,374.8523,416,2020
Gaston,NC,374.8448095,416,2020
Anderson,TX,374.5382996,416,2020
Essex,MA,374.1394007,416,2020
Atkinson,GA,373.9445115,415,2020
Henderson,TX,373.6892278,415,2020
Wyoming,WV,373.6044137,415,2020
Hart,GA,373.3396212,415,2020
Campbell,TN,372.7819474,415,2020
Winston,AL,372.7325437,415,2020
Douglas,KS,372.6316894,414,2020
Mason,IL,371.9820326,414,2020
Kent,TX,371.7472119,414,2020
Sunflower,MS,371.4683716,414,2020
Cass,MN,371.2134477,414,2020
Columbus,NC,370.3315515,414,2020
Fayette,KY,369.9404723,413,2020
Seminole,GA,368.921185,413,2020
San Diego,CA,368.6724057,413,2020
Williams,ND,368.305457,413,2020
Brown,TX,368.2216747,413,2020
Kay,OK,368.1546249,413,2020
Taylor,TX,367.5894928,413,2020
Musselshell,MT,367.249946,412,2020
Spokane,WA,366.5013204,412,2020
Mercer,WV,366.2235416,412,2020
Rhea,TN,366.0074432,412,2020
Marshall,IA,365.9072059,412,2020
Chesapeake,VA,365.1803566,412,2020
Morgan,TN,365.0467716,411,2020
Plymouth,MA,365.0020422,411,2020
Boone,MO,364.8117677,411,2020
Lancaster,NE,364.6022704,411,2020
Allegany,MD,364.5217013,411,2020
Caldwell,TX,364.4983687,411,2020
Monroe,AR,364.4884145,410,2020
Pratt,KS,364.4462442,410,2020
Mahoning,OH,364.3065135,410,2020
Scurry,TX,364.1197549,410,2020
Glacier,MT,363.9275056,410,2020
Dixie,FL,363.8644918,410,2020
Oregon,MO,363.7686431,409,2020
Reynolds,MO,363.6914684,409,2020
Jackson,AR,363.3267102,409,2020
Newton,GA,363.1181305,409,2020
Lamar,TX,362.1575689,409,2020
Cape Girardeau,MO,362.131402,409,2020
Sonoma,CA,362.0019191,408,2020
Drew,AR,361.9909502,408,2020
Bladen,NC,361.6221336,408,2020
Walton,FL,361.1617369,408,2020
Worcester,MD,360.3254553,408,2020
Poinsett,AR,360.3230483,408,2020
Lincoln,OR,360.3020496,407,2020
Yakima,WA,359.4501384,407,2020
Washington,IA,358.8462412,407,2020
Atchison,KS,358.2303421,407,2020
Robertson,TX,357.8794128,407,2020
Rockdale,GA,357.8043926,407,2020
Navajo,AZ,357.8017555,406,2020
Fannin,GA,357.7441077,406,2020
Henry,VA,357.2989718,406,2020
Franklin,IL,357.1246365,406,2020
Gilpin,CO,357.079093,406,2020
Floyd,GA,356.9154987,406,2020
Monroe,NY,356.854134,405,2020
Amador,CA,355.9790794,405,2020
Ouachita,AR,355.9715223,405,2020
Boone,AR,355.653011,405,2020
Orange,TX,355.6059163,405,2020
Santa Fe,NM,355.4397889,405,2020
Pasquotank,NC,355.1687051,404,2020
Chilton,AL,354.9407294,404,2020
Suwannee,FL,354.415329,404,2020
Hillsborough,FL,353.8307404,404,2020
Obion,TN,353.3455398,404,2020
St. Martin,LA,353.2567629,404,2020
Floyd,TX,353.1300161,404,2020
Williamson,IL,352.6388142,403,2020
Juneau City,AK,352.1126761,403,2020
Beaufort,NC,351.8456093,403,2020
Caldwell,MO,351.7643179,403,2020
Caroline,MD,351.7572569,403,2020
Limestone,TX,351.5390551,403,2020
Elko,NV,351.2522908,402,2020
Mitchell,TX,350.9891512,402,2020
Tillman,OK,350.1491376,402,2020
Granville,NC,350.0643501,402,2020
Lexington,SC,349.9517812,402,2020
Providence,RI,348.8705059,402,2020
Harrison,TX,348.3539156,401,2020
Polk,FL,348.309575,401,2020
Dickson,TN,348.1478534,401,2020
Swisher,TX,347.8036841,401,2020
Grant,NM,347.7905074,401,2020
Cross,AR,347.6179622,401,2020
Yuma,AZ,346.4197494,400,2020
Bristol,VA,346.0008073,400,2020
Napa,CA,345.6237618,400,2020
Stokes,NC,345.5825534,400,2020
Travis,TX,345.4200618,400,2020
Blount,TN,345.3265014,400,2020
Clinton,MO,345.1460794,399,2020
Union,NJ,345.0942625,399,2020
Lynchburg,VA,344.8099059,399,2020
DeKalb,TN,344.395742,399,2020
Torrance,NM,343.5770185,399,2020
San Patricio,TX,343.226938,399,2020
Ste. Genevieve,MO,343.120711,398,2020
Anderson,TN,342.85563,398,2020
Hughes,SD,342.7004798,398,2020
Lauderdale,MS,342.662048,398,2020
Hansford,TX,342.0342034,398,2020
McCormick,SC,341.8116015,398,2020
Coffee,AL,341.591739,397,2020
Hamilton,FL,341.3682597,397,2020
St. Joseph,IN,341.1958352,397,2020
Thomas,GA,340.9926675,397,2020
Tunica,MS,340.9090909,397,2020
Saline,IL,340.8316292,397,2020
Surry,VA,339.985218,396,2020
Weakley,TN,339.6226415,396,2020
Laurens,GA,339.5904081,396,2020
Cheatham,TN,339.3092272,396,2020
Saline,KS,339.0742734,396,2020
Pulaski,IL,338.5240352,396,2020
Washington,NC,337.9971703,395,2020
Lee,FL,337.9139787,395,2020
Pulaski,GA,337.8963784,395,2020
Cleveland,OK,337.8629242,395,2020
Winn,LA,337.5413488,395,2020
Marshall,TN,337.2952136,395,2020
King,WA,337.2057704,395,2020
Grady,OK,337.1519046,394,2020
Los Alamos,NM,337.1165299,394,2020
Franklin,KY,336.3680309,394,2020
Adams,CO,336.3221531,394,2020
Bastrop,TX,336.3006924,394,2020
Lanier,GA,336.2797848,394,2020
Wilcox,AL,336.0749978,393,2020
Tate,MS,334.8253621,393,2020
Coconino,AZ,334.7029054,393,2020
Labette,KS,334.6720214,393,2020
