county,state,crimeRate,crimeRateBucket,year
Marion,TX,732.7796776,499,2018
Lee,SC,730.3646373,499,2018
Shasta,CA,725.2206951,498,2018
Laurens,SC,724.7580365,498,2018
North Slope,AK,722.6925459,498,2018
Hinds,MS,721.5219335,498,2018
Cibola,NM,720.6877629,498,2018
Tulsa,OK,719.1412721,498,2018
Putnam,FL,717.8582747,497,2018
Jefferson,TX,710.8948399,497,2018
Ohio,WV,706.6572141,497,2018
San Francisco,CA,701.4217104,497,2018
Bamberg,SC,699.9351912,497,2018
Merced,CA,696.3544912,497,2018
Harris,TX,696.1038338,496,2018
Jim Wells,TX,695.7773512,496,2018
Oklahoma,OK,694.8738489,496,2018
McKinley,NM,694.3307688,496,2018
Mississippi,MO,693.1802269,496,2018
Alpine,CA,690.2502157,496,2018
Calhoun,GA,689.8666258,495,2018
Dyer,TN,688.2474551,495,2018
Clark,NV,685.153077,495,2018
Guadalupe,NM,681.1689739,495,2018
San Juan,NM,675.0828044,495,2018
Fairfield,SC,675.0616643,495,2018
McDonald,MO,673.8186009,494,2018
Taylor,FL,673.754211,494,2018
Wayne,GA,668.2847358,494,2018
East Baton Rouge,LA,667.0754469,494,2018
Leon,FL,664.1948589,494,2018
Lander,NV,663.1299735,494,2018
Orange,FL,662.6310837,494,2018
Leflore,MS,661.2459265,493,2018
Essex,NJ,659.9836619,493,2018
Peach,GA,658.9175983,493,2018
Burke,GA,658.7270427,493,2018
Hamilton,TN,658.496643,493,2018
Miami-Dade,FL,656.0124348,493,2018
Columbia,FL,654.3979391,492,2018
Crockett,TN,651.0862861,492,2018
Lenoir,NC,650.100146,492,2018
Hempstead,AR,649.6395835,492,2018
Hutchinson,TX,646.2257665,492,2018
Richmond,VA,11.16944041,27,2018
Jefferson Davis,MS,644.4593237,492,2018
Conecuh,AL,644.0599053,491,2018
Morehouse,LA,639.3909155,491,2018
Early,GA,635.553026,491,2018
Henderson,TN,634.6263548,491,2018
Richmond,NY,634.123325,491,2018
New York,NY,634.0093435,491,2018
Jefferson,IL,633.9923403,490,2018
Bronx,NY,632.0428157,490,2018
Queens,NY,630.3962024,490,2018
Kings,NY,630.2492642,490,2018
Warren,GA,629.7229219,490,2018
Nash,NC,628.8580653,490,2018
Lauderdale,TN,626.0118726,489,2018
Cocke,TN,625.7222582,489,2018
Bowie,TX,622.5464503,489,2018
Hampton,SC,622.3049784,489,2018
Hendry,FL,621.814203,489,2018
Duval,FL,621.5464156,489,2018
Durham,NC,621.2408853,488,2018
Greene,MO,620.7066615,488,2018
Jefferson,FL,619.9802734,488,2018
Escambia,AL,618.6978385,488,2018
Horry,SC,617.6419817,488,2018
Nueces,TX,616.5739392,488,2018
Sedgwick,KS,615.5337693,487,2018
Edgecombe,NC,615.3956886,487,2018
Montgomery,KS,615.303861,487,2018
Caddo,LA,614.7822368,487,2018
Graham,AZ,613.6278747,487,2018
Madera,CA,612.9051309,487,2018
Sebastian,AR,612.5237549,486,2018
Emanuel,GA,612.2359732,486,2018
Camden,NJ,610.3101467,486,2018
Nye,NV,609.9723385,486,2018
Greenlee,AZ,607.8019671,486,2018
Alachua,FL,605.2451953,486,2018
Union,AR,604.5117216,485,2018
Peoria,IL,603.941007,485,2018
Madison,AL,603.3578174,485,2018
Calhoun,MI,602.1686961,485,2018
Williamsburg,SC,601.8084495,485,2018
Roberts,TX,601.6847172,485,2018
Bradley,TN,600.895452,485,2018
Anderson,SC,600.0807801,484,2018
Denver,CO,599.0808243,484,2018
Chester,SC,598.5634477,484,2018
Lowndes,AL,597.9631879,484,2018
Willacy,TX,597.6004744,484,2018
Cook,IL,596.6569351,484,2018
Clark,IN,593.2458517,483,2018
DeKalb,GA,592.9851123,483,2018
Potter,TX,592.6303417,483,2018
Arkansas,AR,591.1487458,483,2018
Chicot,AR,591.0895457,483,2018
Cochise,AZ,590.856781,483,2018
Wyandotte,KS,590.457901,482,2018
Turner,GA,590.1155643,482,2018
Lake,CA,588.7879737,482,2018
Luna,NM,588.020601,482,2018
Manatee,FL,585.7833537,482,2018
Hampden,MA,583.3274487,482,2018
Haralson,GA,582.5583436,481,2018
New Castle,DE,581.7888096,481,2018
Calhoun,AL,580.7976974,481,2018
Jackson,IL,580.1317417,481,2018
St. James,LA,579.2570798,481,2018
Sullivan,TN,578.5625339,481,2018
Greenville,SC,577.3131534,480,2018
Concordia,LA,577.2429312,480,2018
Jefferson,KY,576.7462264,480,2018
Kern,CA,575.8432818,480,2018
Clayton,GA,575.2781773,480,2018
Plumas,CA,572.6708733,480,2018
Emporia,VA,572.6556908,479,2018
Kershaw,SC,571.0538102,479,2018
Mecosta,MI,570.6597383,479,2018
Natchitoches,LA,569.7787317,479,2018
Eddy,NM,569.6670332,479,2018
Union,SC,567.2493757,479,2018
West Carroll,LA,566.9428696,478,2018
Vermilion,IL,565.1757149,478,2018
Rio Arriba,NM,563.9848273,478,2018
Cumberland,NC,562.7993899,478,2018
Hardeman,TN,562.6092907,478,2018
Independence,AR,562.2077466,478,2018
St. Mary,LA,562.1649889,477,2018
Chambers,AL,562.0279843,477,2018
Tehama,CA,561.3968314,477,2018
Brooks,GA,560.7115236,477,2018
Champaign,IL,560.2815073,477,2018
Glynn,GA,559.4542867,477,2018
Petersburg,VA,559.3459955,476,2018
Norfolk,VA,558.2211677,476,2018
Henderson,IL,557.9399142,476,2018
Sierra,CA,557.9258287,476,2018
East Carroll,LA,557.843007,476,2018
Claiborne,TN,557.6679341,476,2018
Mecklenburg,NC,556.9251355,476,2018
Del Norte,CA,556.0937108,475,2018
Prince George's,MD,555.679764,475,2018
Lafayette,LA,554.917802,475,2018
Butler,MO,554.7431702,475,2018
Sumter,AL,553.8507597,475,2018
Maury,TN,552.7632192,475,2018
Mobile,AL,552.3100664,474,2018
St. Landry,LA,551.2018597,474,2018
Cumberland,NJ,551.0639921,474,2018
Tift,GA,551.0599216,474,2018
Pinellas,FL,550.6712247,474,2018
Roanoke,VA,159.3173945,221,2018
Clarendon,SC,550.1382623,474,2018
Chaves,NM,549.9597405,473,2018
Quitman,GA,549.2184199,473,2018
Wicomico,MD,549.080241,473,2018
Sacramento,CA,547.6937429,473,2018
Andrews,TX,547.6516459,473,2018
Stanislaus,CA,547.107372,473,2018
Spalding,GA,546.7734102,472,2018
Victoria,TX,543.1643489,472,2018
St. Francis,AR,542.9200293,472,2018
Wirt,WV,542.2809693,472,2018
Halifax,NC,540.6618899,472,2018
Jeff Davis,GA,539.8560384,472,2018
Cecil,MD,538.6947691,471,2018
Brevard,FL,537.9223453,471,2018
Butler,AL,537.8731804,471,2018
Montgomery,TN,536.6094754,471,2018
Beaufort,SC,536.5518686,471,2018
Forsyth,NC,535.9614639,471,2018
Fresno,CA,534.2980847,470,2018
Kent,DE,534.1880342,470,2018
Howard,TX,533.9308933,470,2018
Putnam,GA,533.4331571,470,2018
Morgan,MO,532.938564,470,2018
Anson,NC,531.3252552,470,2018
Allen,OH,530.8742806,469,2018
Clinch,GA,529.8013245,469,2018
Wilkes,GA,529.4705295,469,2018
Muskegon,MI,529.2150075,469,2018
Lincoln,WV,528.7814834,469,2018
Gadsden,FL,528.2071265,469,2018
Bullock,AL,526.3652599,468,2018
Dauphin,PA,525.2143487,468,2018
Hill,MT,525.1086432,468,2018
Bibb,GA,524.1693112,468,2018
Knox,TN,522.4662747,468,2018
Vance,NC,522.2281735,468,2018
Bryan,OK,522.1046922,467,2018
Cuyahoga,OH,521.2349405,467,2018
Taney,MO,520.7652823,467,2018
Martin,NC,519.0092409,467,2018
McMinn,TN,517.7585449,467,2018
Dallas,AR,516.8284382,467,2018
Delaware,PA,516.0390268,467,2018
Ward,TX,515.8306652,466,2018
Gibson,TN,515.5994096,466,2018
Bristol,MA,515.394913,466,2018
Oconee,SC,514.3580518,466,2018
Etowah,AL,513.8024266,466,2018
Pontotoc,OK,513.2659507,466,2018
Monroe,FL,512.1085513,465,2018
Gonzales,TX,512.0126034,465,2018
Abbeville,SC,511.8566801,465,2018
Galax,VA,511.7270789,465,2018
Dorchester,MD,508.2669933,465,2018
Lawrence,PA,508.2108515,465,2018
Ben Hill,GA,508.1358835,464,2018
Kings,CA,508.081611,464,2018
Des Moines,IA,506.4229249,464,2018
Okeechobee,FL,505.9750826,464,2018
Lancaster,SC,504.6111014,464,2018
Lee,IA,504.4560283,463,2018
Calcasieu,LA,504.3626086,463,2018
Randall,TX,503.6608315,463,2018
St. Charles,LA,503.6395081,463,2018
Baldwin,GA,501.7485176,463,2018
Pueblo,CO,501.7002063,463,2018
Cherokee,TX,501.1989465,462,2018
McNairy,TN,501.1476664,462,2018
Lea,NM,501.0137816,462,2018
Franklin,AL,497.9068882,462,2018
Geary,KS,497.5390541,462,2018
Tallapoosa,AL,497.5365871,462,2018
DeWitt,TX,497.4881725,461,2018
Bay,FL,497.1797905,461,2018
Scotland,NC,496.8771686,461,2018
St. Helena,LA,496.5517241,461,2018
Washington,LA,495.4867619,461,2018
Calhoun,TX,495.2765294,461,2018
Johnson,TN,495.0770429,460,2018
Valencia,NM,492.8949714,460,2018
Gregg,TX,492.5868123,460,2018
Kleberg,TX,492.1965048,460,2018
Sheridan,MT,490.7306434,460,2018
Muscogee,GA,490.5731077,460,2018
Nantucket,MA,490.4317723,459,2018
Decatur,TN,488.80885,459,2018
Osceola,FL,488.4356659,459,2018
York,SC,488.3795741,459,2018
Shawnee,KS,488.1703955,459,2018
Pennington,SD,486.9469842,459,2018
Ingham,MI,485.4128135,458,2018
Cloud,KS,484.2875592,458,2018
Bradford,FL,484.1713222,458,2018
Douglas,NE,483.3822237,458,2018
Colbert,AL,482.3917828,458,2018
Passaic,NJ,481.7351959,458,2018
Gray,TX,481.7081109,458,2018
Portsmouth,VA,481.2639676,457,2018
Monroe,AL,481.201655,457,2018
Union,NM,480.5491991,457,2018
Hardin,TN,480.1413536,457,2018
Clarke,AL,480.0253898,457,2018
Pointe Coupee,LA,480.0213343,457,2018
Crenshaw,AL,479.0504791,456,2018
Marion,FL,479.010677,456,2018
Palm Beach,FL,478.6575434,456,2018
Pima,AZ,478.147697,456,2018
Multnomah,OR,477.461544,456,2018
Georgetown,SC,476.5056254,456,2018
Chesterfield,SC,476.2213997,455,2018
Crisp,GA,475.6599246,455,2018
Pottawatomie,OK,473.593974,455,2018
De Baca,NM,471.9454641,455,2018
Calhoun,SC,471.6041182,455,2018
Radford,VA,471.3687151,455,2018
Broward,FL,470.9480521,454,2018
Raleigh,WV,470.6150977,454,2018
San Miguel,NM,469.5000175,454,2018
Muscatine,IA,469.2314875,454,2018
Dimmit,TX,468.0187207,454,2018
Lincoln,TN,466.8034371,454,2018
Okaloosa,FL,464.3699274,453,2018
Reno,KS,464.2467674,453,2018
Decatur,GA,464.1982529,453,2018
Hamblen,TN,462.948283,453,2018
McCurtain,OK,462.7249357,453,2018
Ramsey,MN,462.49008,453,2018
Tulare,CA,462.4094173,452,2018
Ouachita,LA,462.1687364,452,2018
Marengo,AL,461.4239643,452,2018
Hampshire,WV,460.6525912,452,2018
Clinton,IA,460.5534903,452,2018
Barrow,GA,460.4425287,452,2018
Erie,NY,459.3060294,451,2018
Coffee,TN,459.1712428,451,2018
Richmond,NC,459.0022627,451,2018
Bourbon,KS,457.8507945,451,2018
Atlantic,NJ,457.4751144,451,2018
White Pine,NV,457.3928607,451,2018
Sussex,DE,457.297156,450,2018
Kanawha,WV,455.3653117,450,2018
Meigs,TN,454.9746759,450,2018
Richmond,GA,454.9437385,450,2018
Iron,MO,454.3696829,450,2018
Newberry,SC,453.0796088,450,2018
Morris,TX,451.9245753,449,2018
Florence,SC,451.8311814,449,2018
Hunt,TX,451.4750482,449,2018
Roosevelt,NM,451.0147833,449,2018
Claiborne,LA,450.4504505,449,2018
Canadian,OK,450.3540195,449,2018
Schenectady,NY,450.0009657,449,2018
Liberty,TX,449.8940279,448,2018
Russell,AL,449.7776286,448,2018
Inyo,CA,449.4503709,448,2018
Saluda,SC,447.9617739,448,2018
Lawrence,MO,447.8198245,448,2018
Charlottesville,VA,446.4587702,448,2018
Hamilton,OH,445.8559141,447,2018
Los Angeles,CA,444.800814,447,2018
Mercer,NJ,444.6376217,447,2018
Rutherford,TN,444.0822833,447,2018
Walker,AL,443.9528471,447,2018
Leavenworth,KS,443.8191469,447,2018
Scott,IA,443.70103,446,2018
Benton,MO,443.6932178,446,2018
Putnam,TN,443.3866032,446,2018
Dallas,TX,442.965072,446,2018
Anne Arundel,MD,442.1108318,446,2018
Guilford,NC,441.7599337,446,2018
Iron,WI,441.7261298,445,2018
Hudson,NJ,441.3265847,445,2018
Jefferson,LA,440.2358045,445,2018
Grenada,MS,439.5706089,445,2018
Catahoula,LA,439.5389725,445,2018
Franklin,OH,438.0237622,445,2018
Alamance,NC,436.5907059,444,2018
Madison,LA,435.9855789,444,2018
Gulf,FL,435.908775,444,2018
Monroe,TN,435.2148459,444,2018
Randolph,WV,435.1521333,444,2018
Monterey,CA,435.1415259,444,2018
Washington,AR,434.8227901,443,2018
Laclede,MO,434.5753778,443,2018
Solano,CA,434.5697148,443,2018
Wilbarger,TX,434.0872744,443,2018
Sweetwater,WY,433.2736477,443,2018
Hemphill,TX,432.9004329,443,2018
San Bernardino,CA,432.4902041,442,2018
Forest,PA,432.4465994,442,2018
Tuscaloosa,AL,432.2257134,442,2018
Berrien,MI,432.2005514,442,2018
DeSoto,FL,431.6713503,442,2018
Spartanburg,SC,431.3174256,442,2018
Volusia,FL,431.3099042,441,2018
Bexar,TX,431.0605685,441,2018
Worcester,MA,430.9694898,441,2018
Wichita,TX,430.1498709,441,2018
Clay,AL,430.075634,441,2018
Black Hawk,IA,430.0393826,441,2018
Webb,TX,429.3415113,440,2018
Lawrence,TN,428.6734937,440,2018
Pierce,WA,428.3049688,440,2018
Polk,GA,427.3608042,440,2018
Kent,MD,426.1933414,440,2018
Cowley,KS,425.3673627,440,2018
Barton,KS,425.3153513,440,2018
Hockley,TX,424.9893753,439,2018
Schoolcraft,MI,424.3967503,439,2018
Webster,IA,423.8203218,439,2018
Rusk,TX,423.3337063,439,2018
Jackson,FL,423.1225216,439,2018
Warren,IL,423.1073,439,2018
Cumberland,TN,422.8587339,438,2018
Stone,MO,421.7656644,438,2018
McLennan,TX,421.5652577,438,2018
Trousdale,TN,421.5636178,438,2018
Barnstable,MA,421.4149495,438,2018
Coffee,GA,421.101342,438,2018
Winkler,TX,420.7204838,437,2018
Wayne,NC,420.603132,437,2018
La Salle,LA,419.5709549,437,2018
White,TN,419.1434233,437,2018
Stonewall,TX,418.9944134,437,2018
Tipton,TN,418.9263794,437,2018
Brazos,TX,418.8734225,436,2018
Dorchester,SC,418.1654367,436,2018
Finney,KS,417.812281,436,2018
Newport News,VA,416.9871443,436,2018
Jasper,MO,416.673826,436,2018
Tarrant,TX,416.156389,436,2018
Cherokee,AL,415.9829027,435,2018
Cole,MO,415.9115503,435,2018
Desha,AR,415.8336665,435,2018
Hopewell,VA,415.1062582,435,2018
Lake,IN,414.6861571,435,2018
Orangeburg,SC,414.5499329,435,2018
Huerfano,CO,414.1739531,434,2018
Pike,AL,413.929632,434,2018
Polk,MO,413.2498224,434,2018
Oglethorpe,GA,412.4278251,434,2018
Zavala,TX,411.319513,434,2018
Dale,AL,410.9534119,434,2018
Dallam,TX,410.9394927,433,2018
Mendocino,CA,410.5881274,433,2018
Vernon,MO,410.5207886,433,2018
Lassen,CA,410.4094767,433,2018
Maricopa,AZ,410.2097764,433,2018
Hennepin,MN,410.0842691,433,2018
Allegheny,PA,409.4916311,432,2018
Ellis,KS,409.4835002,432,2018
Ware,GA,408.8605114,432,2018
Childress,TX,408.7385483,432,2018
Hidalgo,NM,408.2509669,432,2018
Bartow,GA,407.8085966,432,2018
Hardin,IL,406.6012916,431,2018
Clay,FL,406.3157144,431,2018
Elkhart,IN,405.8575111,431,2018
Washington,TN,404.632565,431,2018
Bell,TX,402.9457568,431,2018
Cedar,MO,402.5012578,431,2018
Charleston,SC,402.3572772,431,2018
Camden,GA,402.1291476,430,2018
Greene,TN,401.3652277,430,2018
Houston,AL,401.2810125,430,2018
Curry,NM,401.2016285,430,2018
Contra Costa,CA,400.6561842,430,2018
Wilson,NC,400.406529,430,2018
Wharton,TX,400.3299689,429,2018
Mariposa,CA,399.8873557,429,2018
Montgomery,OH,399.5550961,429,2018
Pitt,NC,399.3963148,429,2018
La Paz,AZ,398.5435938,429,2018
Monroe,PA,398.4492785,429,2018
Fredericksburg,VA,398.1231338,428,2018
Massac,IL,398.0627612,428,2018
Logan,WV,397.3657154,428,2018
Montgomery,AL,396.6310625,428,2018
Lake,MT,396.319399,428,2018
Pulaski,MO,396.2938156,428,2018
Kent,MI,395.6892392,427,2018
Sequatchie,TN,395.0684558,427,2018
Robertson,TN,394.7583218,427,2018
Henry,MO,394.3968448,427,2018
Clarke,GA,394.1780398,427,2018
Dunklin,MO,394.172553,427,2018
St. Lucie,FL,393.958833,426,2018
Uvalde,TX,393.6715442,426,2018
Franklin,VA,108.2808201,145,2018
New Haven,CT,392.9086256,426,2018
McMullen,TX,392.6701571,426,2018
Walker,TX,392.3449148,426,2018
Bacon,GA,392.296719,426,2018
Smith,TX,391.9844502,425,2018
Warren,MS,391.9698038,425,2018
New Hanover,NC,391.5279907,425,2018
Harvey,KS,391.4682939,425,2018
El Paso,TX,391.4376636,425,2018
Garland,AR,388.9969436,425,2018
Sierra,NM,388.8696854,424,2018
Yuba,CA,388.6010363,424,2018
Henry,AL,387.372803,424,2018
Lincoln,GA,387.0468327,424,2018
Clark,AR,386.9322429,424,2018
Colquitt,GA,386.8179363,424,2018
Roosevelt,MT,386.5168539,423,2018
Santa Cruz,CA,386.3870031,423,2018
Bienville,LA,386.2384665,423,2018
Macon,IL,386.17105,423,2018
Jennings,IN,385.9636698,423,2018
Chatham,GA,385.7287544,423,2018
Shannon,MO,385.6815717,422,2018
Jackson,AL,385.2618459,422,2018
Caddo,OK,385.2132189,422,2018
Adams,IA,385.2080123,422,2018
Liberty,GA,385.1251267,422,2018
Panola,MS,383.6986222,422,2018
Bedford,TN,383.4339121,422,2018
Vermilion,LA,383.1029653,421,2018
Buchanan,MO,382.6800995,421,2018
Terrebonne,LA,382.2650312,421,2018
Ford,KS,381.9753583,421,2018
Angelina,TX,381.9718439,421,2018
Berkeley,SC,381.9193898,421,2018
Irwin,GA,381.8818288,420,2018
Niagara,NY,381.7987482,420,2018
DeKalb,AL,381.6202667,420,2018
Stephens,GA,381.5753611,420,2018
Livingston,LA,381.1925134,420,2018
Navarro,TX,380.9484158,420,2018
Giles,TN,379.1831907,419,2018
El Paso,CO,379.058506,419,2018
Butler,OH,378.9674417,419,2018
Jasper,TX,378.6922494,419,2018
Pickens,SC,378.0387052,419,2018
Warren,TN,377.8306018,419,2018
Elbert,GA,377.5702842,418,2018
Summit,OH,377.428833,418,2018
Santa Barbara,CA,377.0969275,418,2018
Terrell,GA,376.8565728,418,2018
San Benito,CA,376.7361111,418,2018
Scott,KY,376.3989829,418,2018
Charles,MD,376.1513502,417,2018
Allendale,SC,376.0544771,417,2018
Grimes,TX,376.0378272,417,2018
Kalamazoo,MI,375.8885967,417,2018
Crawford,GA,375.8797185,417,2018
Washoe,NV,375.8089692,417,2018
Assumption,LA,375.2102471,416,2018
Onondaga,NY,374.9036587,416,2018
Rock Island,IL,374.8523,416,2018
Gaston,NC,374.8448095,416,2018
Anderson,TX,374.5382996,416,2018
Essex,MA,374.1394007,416,2018
Atkinson,GA,373.9445115,415,2018
Henderson,TX,373.6892278,415,2018
Wyoming,WV,373.6044137,415,2018
Hart,GA,373.3396212,415,2018
Campbell,TN,372.7819474,415,2018
Winston,AL,372.7325437,415,2018
Douglas,KS,372.6316894,414,2018
Mason,IL,371.9820326,414,2018
Kent,TX,371.7472119,414,2018
Sunflower,MS,371.4683716,414,2018
Cass,MN,371.2134477,414,2018
Columbus,NC,370.3315515,414,2018
Fayette,KY,369.9404723,413,2018
Seminole,GA,368.921185,413,2018
San Diego,CA,368.6724057,413,2018
Williams,ND,368.305457,413,2018
Brown,TX,368.2216747,413,2018
Kay,OK,368.1546249,413,2018
Taylor,TX,367.5894928,413,2018
Musselshell,MT,367.249946,412,2018
Spokane,WA,366.5013204,412,2018
Mercer,WV,366.2235416,412,2018
Rhea,TN,366.0074432,412,2018
Marshall,IA,365.9072059,412,2018
Chesapeake,VA,365.1803566,412,2018
Morgan,TN,365.0467716,411,2018
Plymouth,MA,365.0020422,411,2018
Boone,MO,364.8117677,411,2018
Lancaster,NE,364.6022704,411,2018
Allegany,MD,364.5217013,411,2018
Caldwell,TX,364.4983687,411,2018
Monroe,AR,364.4884145,410,2018
Pratt,KS,364.4462442,410,2018
Mahoning,OH,364.3065135,410,2018
Scurry,TX,364.1197549,410,2018
Glacier,MT,363.9275056,410,2018
Dixie,FL,363.8644918,410,2018
Oregon,MO,363.7686431,409,2018
Reynolds,MO,363.6914684,409,2018
Jackson,AR,363.3267102,409,2018
Newton,GA,363.1181305,409,2018
Lamar,TX,362.1575689,409,2018
Cape Girardeau,MO,362.131402,409,2018
Sonoma,CA,362.0019191,408,2018
Drew,AR,361.9909502,408,2018
Bladen,NC,361.6221336,408,2018
Walton,FL,361.1617369,408,2018
Worcester,MD,360.3254553,408,2018
Poinsett,AR,360.3230483,408,2018
Lincoln,OR,360.3020496,407,2018
Yakima,WA,359.4501384,407,2018
Washington,IA,358.8462412,407,2018
Atchison,KS,358.2303421,407,2018
Robertson,TX,357.8794128,407,2018
Rockdale,GA,357.8043926,407,2018
Navajo,AZ,357.8017555,406,2018
Fannin,GA,357.7441077,406,2018
Henry,VA,357.2989718,406,2018
Franklin,IL,357.1246365,406,2018
Gilpin,CO,357.079093,406,2018
Floyd,GA,356.9154987,406,2018
Monroe,NY,356.854134,405,2018
Amador,CA,355.9790794,405,2018
Ouachita,AR,355.9715223,405,2018
Boone,AR,355.653011,405,2018
Orange,TX,355.6059163,405,2018
Santa Fe,NM,355.4397889,405,2018
Pasquotank,NC,355.1687051,404,2018
Chilton,AL,354.9407294,404,2018
Suwannee,FL,354.415329,404,2018
Hillsborough,FL,353.8307404,404,2018
Obion,TN,353.3455398,404,2018
St. Martin,LA,353.2567629,404,2018
Floyd,TX,353.1300161,404,2018
Williamson,IL,352.6388142,403,2018
Juneau City,AK,352.1126761,403,2018
Beaufort,NC,351.8456093,403,2018
Caldwell,MO,351.7643179,403,2018
Caroline,MD,351.7572569,403,2018
Limestone,TX,351.5390551,403,2018
Elko,NV,351.2522908,402,2018
Mitchell,TX,350.9891512,402,2018
Tillman,OK,350.1491376,402,2018
Granville,NC,350.0643501,402,2018
Lexington,SC,349.9517812,402,2018
Providence,RI,348.8705059,402,2018
Harrison,TX,348.3539156,401,2018
Polk,FL,348.309575,401,2018
Dickson,TN,348.1478534,401,2018
Swisher,TX,347.8036841,401,2018
Grant,NM,347.7905074,401,2018
Cross,AR,347.6179622,401,2018
Yuma,AZ,346.4197494,400,2018
Bristol,VA,346.0008073,400,2018
Napa,CA,345.6237618,400,2018
Stokes,NC,345.5825534,400,2018
Travis,TX,345.4200618,400,2018
Blount,TN,345.3265014,400,2018
Clinton,MO,345.1460794,399,2018
Union,NJ,345.0942625,399,2018
Lynchburg,VA,344.8099059,399,2018
DeKalb,TN,344.395742,399,2018
Torrance,NM,343.5770185,399,2018
San Patricio,TX,343.226938,399,2018
Ste. Genevieve,MO,343.120711,398,2018
Anderson,TN,342.85563,398,2018
Hughes,SD,342.7004798,398,2018
Lauderdale,MS,342.662048,398,2018
Hansford,TX,342.0342034,398,2018
McCormick,SC,341.8116015,398,2018
Coffee,AL,341.591739,397,2018
Hamilton,FL,341.3682597,397,2018
St. Joseph,IN,341.1958352,397,2018
Thomas,GA,340.9926675,397,2018
Tunica,MS,340.9090909,397,2018
Saline,IL,340.8316292,397,2018
Surry,VA,339.985218,396,2018
Weakley,TN,339.6226415,396,2018
Laurens,GA,339.5904081,396,2018
Cheatham,TN,339.3092272,396,2018
Saline,KS,339.0742734,396,2018
Pulaski,IL,338.5240352,396,2018
Washington,NC,337.9971703,395,2018
Lee,FL,337.9139787,395,2018
Pulaski,GA,337.8963784,395,2018
Cleveland,OK,337.8629242,395,2018
Winn,LA,337.5413488,395,2018
Marshall,TN,337.2952136,395,2018
King,WA,337.2057704,395,2018
Grady,OK,337.1519046,394,2018
Los Alamos,NM,337.1165299,394,2018
Franklin,KY,336.3680309,394,2018
Adams,CO,336.3221531,394,2018
Bastrop,TX,336.3006924,394,2018
Lanier,GA,336.2797848,394,2018
Wilcox,AL,336.0749978,393,2018
Tate,MS,334.8253621,393,2018
Coconino,AZ,334.7029054,393,2018
Labette,KS,334.6720214,393,2018
